Comunidad,Año,Trimestre,Tipo de delito,Denuncias
Cataluña,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",40003
Cataluña,2019,Trimestre 4,Sustracciones de vehículos,20788
Cataluña,2019,Trimestre 4,Tráfico de drogas,9654
Cataluña,2019,Trimestre 4,Otros,1113
Ceuta,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,210
Ceuta,2019,Trimestre 4,Hurtos,392108
Ceuta,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",40148
Ceuta,2019,Trimestre 4,Sustracciones de vehículos,20956
Ceuta,2019,Trimestre 4,Tráfico de drogas,9951
Ceuta,2019,Trimestre 4,Otros,1114
Extremadura,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,215
Extremadura,2019,Trimestre 4,Hurtos,398677
Extremadura,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",40468
Extremadura,2019,Trimestre 4,Sustracciones de vehículos,21100
Extremadura,2019,Trimestre 4,Tráfico de drogas,10248
Extremadura,2019,Trimestre 4,Otros,1132
Galicia,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,231
Galicia,2019,Trimestre 4,Hurtos,417563
Galicia,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",41414
Galicia,2019,Trimestre 4,Sustracciones de vehículos,21704
Galicia,2019,Trimestre 4,Tráfico de drogas,10757
Galicia,2019,Trimestre 4,Otros,1225
La Rioja,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,231
La Rioja,2019,Trimestre 4,Hurtos,419985
La Rioja,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",41504
La Rioja,2019,Trimestre 4,Sustracciones de vehículos,21772
La Rioja,2019,Trimestre 4,Tráfico de drogas,10861
La Rioja,2019,Trimestre 4,Otros,1234
Comunidad de Madrid,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,263
Comunidad de Madrid,2019,Trimestre 4,Hurtos,574202
Comunidad de Madrid,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",57090
Comunidad de Madrid,2019,Trimestre 4,Sustracciones de vehículos,29858
Comunidad de Madrid,2019,Trimestre 4,Tráfico de drogas,13288
Comunidad de Madrid,2019,Trimestre 4,Otros,1477
Melilla,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,264
Melilla,2019,Trimestre 4,Hurtos,575406
Melilla,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",57463
Melilla,2019,Trimestre 4,Sustracciones de vehículos,29934
Melilla,2019,Trimestre 4,Tráfico de drogas,13351
Melilla,2019,Trimestre 4,Otros,1482
Región de Murcia,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,277
Región de Murcia,2019,Trimestre 4,Hurtos,590555
Región de Murcia,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",58991
Región de Murcia,2019,Trimestre 4,Sustracciones de vehículos,30839
Región de Murcia,2019,Trimestre 4,Tráfico de drogas,13707
Región de Murcia,2019,Trimestre 4,Otros,1531
Comunidad Foral de Navarra,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,282
Comunidad Foral de Navarra,2019,Trimestre 4,Hurtos,599096
Comunidad Foral de Navarra,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",59322
Comunidad Foral de Navarra,2019,Trimestre 4,Sustracciones de vehículos,31023
Comunidad Foral de Navarra,2019,Trimestre 4,Tráfico de drogas,13866
Comunidad Foral de Navarra,2019,Trimestre 4,Otros,1559
País Vasco,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,292
País Vasco,2019,Trimestre 4,Hurtos,629350
País Vasco,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",60965
País Vasco,2019,Trimestre 4,Sustracciones de vehículos,31913
País Vasco,2019,Trimestre 4,Tráfico de drogas,14287
País Vasco,2019,Trimestre 4,Otros,1682
Comunidad Valenciana,2019,Trimestre 4,Homicidios dolosos y asesinatos consumados,331
Comunidad Valenciana,2019,Trimestre 4,Hurtos,697388
Comunidad Valenciana,2019,Trimestre 4,"Robos con fuerza, violencia o intimidación",65948
Comunidad Valenciana,2019,Trimestre 4,Sustracciones de vehículos,35141
Comunidad Valenciana,2019,Trimestre 4,Tráfico de drogas,16252
Comunidad Valenciana,2019,Trimestre 4,Otros,1859
